index,original_image,mask_image,data_split
375,364_IM-0080-0001_anon.png,364_IM-0080-0001_anon.png,Validation
376,333_IM-0011-0012_anon.png,333_IM-0011-0012_anon.png,Validation
377,498_IM-0453-0017_anon.png,498_IM-0453-0017_anon.png,Validation
378,291_IM-0708-0047_anon.png,291_IM-0708-0047_anon.png,Validation
379,293_IM-0101-0036_anon.png,293_IM-0101-0036_anon.png,Validation
380,90_IM-0094-0006_anon.png,90_IM-0094-0006_anon.png,Validation
381,39_IM-0013-0004_anon.png,39_IM-0013-0004_anon.png,Validation
382,77_IM-0180-0007_anon.png,77_IM-0180-0007_anon.png,Validation
383,430_IM-0482-0005_anon.png,430_IM-0482-0005_anon.png,Validation
384,171_IM-0448-0050_anon.png,171_IM-0448-0050_anon.png,Validation
385,60_IM-0296-0102_anon.png,60_IM-0296-0102_anon.png,Validation
386,169_IM-0885-0031_anon.png,169_IM-0885-0031_anon.png,Validation
387,148_IM-0259-0004_anon.png,148_IM-0259-0004_anon.png,Validation
388,11_IM-0288-0017-0002_anon.png,11_IM-0288-0017-0002_anon.png,Validation
389,478_IM-0337-0008-0001_anon.png,478_IM-0337-0008-0001_anon.png,Validation
390,139_IM-0323-0015_anon.png,139_IM-0323-0015_anon.png,Validation
391,347_IM-0843-2816_anon.png,347_IM-0843-2816_anon.png,Validation
392,355_IM-0208-0001_anon.png,355_IM-0208-0001_anon.png,Validation
393,160_IM-0169-0032_anon.png,160_IM-0169-0032_anon.png,Validation
394,91_IM-0420-0050_anon.png,91_IM-0420-0050_anon.png,Validation
395,604_IM-0847-13312_anon.png,604_IM-0847-13312_anon.png,Validation
396,29_IM-0273-0011_anon.png,29_IM-0273-0011_anon.png,Validation
397,393_IM-0218-0011_anon.png,393_IM-0218-0011_anon.png,Validation
398,313_IM-0220-0017_anon.png,313_IM-0220-0017_anon.png,Validation
399,394_IM-0074-0006_anon.png,394_IM-0074-0006_anon.png,Validation
400,473_IM-0626-0025_anon.png,473_IM-0626-0025_anon.png,Test
401,227_IM-0195-0006_anon.png,227_IM-0195-0006_anon.png,Test
402,369_IM-0462-0004_anon.png,369_IM-0462-0004_anon.png,Test
403,383_IM-0317-0010_anon.png,383_IM-0317-0010_anon.png,Test
404,472_IM-0155-0010_anon.png,472_IM-0155-0010_anon.png,Test
405,218_IM-0036-0001_anon.png,218_IM-0036-0001_anon.png,Test
406,161_IM-0496-0003_anon.png,161_IM-0496-0003_anon.png,Test
407,630_IM-0254-0013_anon.png,630_IM-0254-0013_anon.png,Test
408,163_IM-0638-6400_anon.png,163_IM-0638-6400_anon.png,Test
409,32_IM-0464-14592_anon.png,32_IM-0464-14592_anon.png,Test
410,411_IM-0727-0028_anon.png,411_IM-0727-0028_anon.png,Test
411,298_IM-0257-0001_anon.png,298_IM-0257-0001_anon.png,Test
412,34_IM-0359-0004-0002_anon.png,34_IM-0359-0004-0002_anon.png,Test
413,417_IM-0149-0027_anon.png,417_IM-0149-0027_anon.png,Test
414,51_IM-0419-1280_anon.png,51_IM-0419-1280_anon.png,Test
415,525_IM-0550-0042_anon.png,525_IM-0550-0042_anon.png,Test
416,455_IM-0048-0045_anon.png,455_IM-0048-0045_anon.png,Test
417,386_IM-0229-0013_anon.png,386_IM-0229-0013_anon.png,Test
418,1_IM-0001-0059_anon.png,1_IM-0001-0059_anon.png,Test
419,129_IM-0531-0078_anon.png,129_IM-0531-0078_anon.png,Test
420,22_IM-0038-0004_anon.png,22_IM-0038-0004_anon.png,Test
421,2_IM-0383-0001_anon.png,2_IM-0383-0001_anon.png,Test
422,256_IM-0130-6912_anon.png,256_IM-0130-6912_anon.png,Test
423,50_IM-0648-0012_anon.png,50_IM-0648-0012_anon.png,Test
424,112_IM-0503-0038_anon.png,112_IM-0503-0038_anon.png,Test
425,523_IM-0135-0066_anon.png,523_IM-0135-0066_anon.png,Test
426,208_IM-0094-5376_anon.png,208_IM-0094-5376_anon.png,Test
427,124_IM-0005-0003_anon.png,124_IM-0005-0003_anon.png,Test
428,48_IM-0751-0006_anon.png,48_IM-0751-0006_anon.png,Test
429,485_IM-0391-1024_anon.png,485_IM-0391-1024_anon.png,Test
430,262_IM-0028-11264_anon.png,262_IM-0028-11264_anon.png,Test
431,433_IM-0469-0014_anon.png,433_IM-0469-0014_anon.png,Test
432,202_IM-0234-0028_anon.png,202_IM-0234-0028_anon.png,Test
433,381_IM-0156-0005_anon.png,381_IM-0156-0005_anon.png,Test
434,436_IM-0015-0032_anon.png,436_IM-0015-0032_anon.png,Test
435,40_IM-0118-0002_anon.png,40_IM-0118-0002_anon.png,Test
436,230_IM-0326-0004_anon.png,230_IM-0326-0004_anon.png,Test
437,588_IM-0896-12288_anon.png,588_IM-0896-12288_anon.png,Test
438,331_IM-0053-0007_anon.png,331_IM-0053-0007_anon.png,Test
439,579_IM-0393-0001_anon.png,579_IM-0393-0001_anon.png,Test
440,217_IM-0839-0001_anon.png,217_IM-0839-0001_anon.png,Test
441,72_IM-0130-0014_anon.png,72_IM-0130-0014_anon.png,Test
442,367_IM-0378-0021_anon.png,367_IM-0378-0021_anon.png,Test
443,178_IM-0857-0007_anon.png,178_IM-0857-0007_anon.png,Test
444,582_IM-0601-0059_anon.png,582_IM-0601-0059_anon.png,Test
445,402_IM-0026-0001_anon.png,402_IM-0026-0001_anon.png,Test
446,130_IM-0650-0053_anon.png,130_IM-0650-0053_anon.png,Test
447,413_IM-0112-0078_anon.png,413_IM-0112-0078_anon.png,Test
448,431_IM-0702-0055_anon.png,431_IM-0702-0055_anon.png,Test
449,446_IM-0028-0001_anon.png,446_IM-0028-0001_anon.png,Test
450,229_IM-0003-0028_anon.png,229_IM-0003-0028_anon.png,Test
451,425_IM-0908-0037_anon.png,425_IM-0908-0037_anon.png,Test
452,19_IM-0239-0041_anon.png,19_IM-0239-0041_anon.png,Test
453,278_IM-0069-0016_anon.png,278_IM-0069-0016_anon.png,Test
454,286_IM-0158-0010_anon.png,286_IM-0158-0010_anon.png,Test
455,173_IM-0585-0001_anon.png,173_IM-0585-0001_anon.png,Test
456,283_IM-0045-10496_anon.png,283_IM-0045-10496_anon.png,Test
457,535_IM-0334-0035_anon.png,535_IM-0334-0035_anon.png,Test
458,409_IM-0787-0013_anon.png,409_IM-0787-0013_anon.png,Test
459,328_IM-0791-0062_anon.png,328_IM-0791-0062_anon.png,Test
460,75_IM-0122-0037_anon.png,75_IM-0122-0037_anon.png,Test
461,68_IM-0704-0017_anon.png,68_IM-0704-0017_anon.png,Test
462,143_IM-0391-0056_anon.png,143_IM-0391-0056_anon.png,Test
463,558_IM-0123-0005_anon.png,558_IM-0123-0005_anon.png,Test
464,211_IM-0374-0007_anon.png,211_IM-0374-0007_anon.png,Test
465,548_IM-0020-0071_anon.png,548_IM-0020-0071_anon.png,Test
466,613_IM-0484-0052_anon.png,613_IM-0484-0052_anon.png,Test
467,240_IM-0772-0072_anon.png,240_IM-0772-0072_anon.png,Test
468,488_IM-0299-0003_anon.png,488_IM-0299-0003_anon.png,Test
469,207_IM-0383-0025_anon.png,207_IM-0383-0025_anon.png,Test
470,41_IM-0439-0032_anon.png,41_IM-0439-0032_anon.png,Test
471,119_IM-0855-0017_anon.png,119_IM-0855-0017_anon.png,Test
472,130_IM-0650-0033_anon.png,130_IM-0650-0033_anon.png,Test
473,447_IM-0088-8704_anon.png,447_IM-0088-8704_anon.png,Test
474,190_IM-0185-0000_anon.png,190_IM-0185-0000_anon.png,Test
475,390_IM-0196-0027_anon.png,390_IM-0196-0027_anon.png,Test
476,282_IM-0389-0043_anon.png,282_IM-0389-0043_anon.png,Test
477,555_IM-0347-0008_anon.png,555_IM-0347-0008_anon.png,Test
478,576_IM-0216-0007_anon.png,576_IM-0216-0007_anon.png,Test
479,404_IM-0262-0009_anon.png,404_IM-0262-0009_anon.png,Test
480,407_IM-0055-0009_anon.png,407_IM-0055-0009_anon.png,Test
481,527_IM-0460-0016_anon.png,527_IM-0460-0016_anon.png,Test
482,243_IM-0579-0002_anon.png,243_IM-0579-0002_anon.png,Test
483,378_IM-0829-9472_anon.png,378_IM-0829-9472_anon.png,Test
484,133_IM-0658-0032_anon.png,133_IM-0658-0032_anon.png,Test
485,28_IM-0671-0056_anon.png,28_IM-0671-0056_anon.png,Test
486,5_IM-0040-0020_anon.png,5_IM-0040-0020_anon.png,Test
487,154_IM-0694-0004_anon.png,154_IM-0694-0004_anon.png,Test
488,368_IM-0005-0028_anon.png,368_IM-0005-0028_anon.png,Test
489,330_IM-0558-0045_anon.png,330_IM-0558-0045_anon.png,Test
490,461_IM-0399-0008_anon.png,461_IM-0399-0008_anon.png,Test
491,118_IM-0230-0053_anon.png,118_IM-0230-0053_anon.png,Test
492,510_IM-0185-0057_anon.png,510_IM-0185-0057_anon.png,Test
493,228_IM-0383-0068_anon.png,228_IM-0383-0068_anon.png,Test
494,401_IM-0046-5120_anon.png,401_IM-0046-5120_anon.png,Test
495,272_IM-0034-0008_anon.png,272_IM-0034-0008_anon.png,Test
496,541_IM-0038-10496_anon.png,541_IM-0038-10496_anon.png,Test
497,27_IM-0203-0020_anon.png,27_IM-0203-0020_anon.png,Test
498,141_IM-0120-0035_anon.png,141_IM-0120-0035_anon.png,Test
499,290_IM-0501-0014-0001_anon.png,290_IM-0501-0014-0001_anon.png,Test
500,13_IM-0293-0055_anon.png,13_IM-0293-0055_anon.png,Test
501,144_IM-0257-0061_anon.png,144_IM-0257-0061_anon.png,Test
502,268_IM-0160-0005_anon.png,268_IM-0160-0005_anon.png,Test
503,482_IM-0155-0028_anon.png,482_IM-0155-0028_anon.png,Test
504,625_IM-0223-0256_anon.png,625_IM-0223-0256_anon.png,Test
505,201_IM-0417-0035_anon.png,201_IM-0417-0035_anon.png,Test
506,169_IM-0885-0035_anon.png,169_IM-0885-0035_anon.png,Test
507,94_IM-0113-0043_anon.png,94_IM-0113-0043_anon.png,Test
508,26_IM-0003-0016_anon.png,26_IM-0003-0016_anon.png,Test
509,310_IM-0422-0047_anon.png,310_IM-0422-0047_anon.png,Test
510,443_IM-0008-0005_anon.png,443_IM-0008-0005_anon.png,Test
511,259_IM-0310-0043_anon.png,259_IM-0310-0043_anon.png,Test
512,104_IM-0112-0030_anon.png,104_IM-0112-0030_anon.png,Test
513,37_IM-0026-0017_anon.png,37_IM-0026-0017_anon.png,Test
514,584_IM-0890-0040-0001_anon.png,584_IM-0890-0040-0001_anon.png,Test
515,319_IM-0198-0028_anon.png,319_IM-0198-0028_anon.png,Test
516,537_IM-0674-0034_anon.png,537_IM-0674-0034_anon.png,Test
517,299_IM-0068-0001_anon.png,299_IM-0068-0001_anon.png,Test
518,122_IM-0144-0001_anon.png,122_IM-0144-0001_anon.png,Test
519,84_IM-0105-0016_anon.png,84_IM-0105-0016_anon.png,Test
520,333_IM-0011-0005_anon.png,333_IM-0011-0005_anon.png,Test
521,317_IM-0169-0010_anon.png,317_IM-0169-0010_anon.png,Test
522,187_IM-0070-0032_anon.png,187_IM-0070-0032_anon.png,Test
523,126_IM-0068-0002_anon.png,126_IM-0068-0002_anon.png,Test
524,128_IM-0894-1024_anon.png,128_IM-0894-1024_anon.png,Test
525,540_IM-0374-0065_anon.png,540_IM-0374-0065_anon.png,Test
526,181_IM-0126-0041_anon.png,181_IM-0126-0041_anon.png,Test
527,197_IM-0564-0002_anon.png,197_IM-0564-0002_anon.png,Test
528,234_IM-0173-19200_anon.png,234_IM-0173-19200_anon.png,Test
529,322_IM-0241-0001_anon.png,322_IM-0241-0001_anon.png,Test
530,345_IM-0724-0028_anon.png,345_IM-0724-0028_anon.png,Test
531,377_IM-0271-0001_anon.png,377_IM-0271-0001_anon.png,Test
532,121_IM-0084-0022_anon.png,121_IM-0084-0022_anon.png,Test
533,204_IM-0164-0044_anon.png,204_IM-0164-0044_anon.png,Test
